b) log4/3 n
c) log3 n
d) log3/2 n,"d",""
"Why the below pseudo code where x is a value, wt is weight factor and t is root node can’t insert?",a) when x>t. element Rotate-with-left-child should take place and vice versa
b) the logic is incorrect
c) the condition for rotating children is wrong
d) insertion cannot be performed in weight balanced trees,"a",""
"What does the below definations convey?",a) weight balanced and height balanced tree definations
b) height balanced and weight balanced tree definations
c) definations of weight balanced tree
d) definations of height balanced tree,"a",""
"Elements in a tree can be indexed by its position under the ordering of the keys and the ordinal position of an element can be determined, both with good efficiency.",a) true
b) false,"a",""
"What is the special property of red-black trees and what root should always be?",a) a color which is either red or black and root should always be black color only
b) height of the tree
c) pointer to next node
d) a color which is either green or black,"a",""
"Why do we impose restrictions like",a) to get logarithm time complexity
b) to get linear time complexity
c) to get exponential time complexity
d) to get constant time complexity,"a",""
"Cosider the below formations of red-black tree.",a) 50-black root, 18-red left subtree, 100-red right subtree
b) 50-red root, 18-red left subtree, 100-red right subtree
c) 50-black root, 18-black left subtree, 100-red right subtree
d) 50-black root, 18-red left subtree, 100-black right subtree,"a",""
"What are the operations that could be performed in O(logn) time complexity by red-black tree?",a) insertion, deletion, finding predecessor, successor
b) only insertion
c) only finding predecessor, successor
d) for sorting,"a",""
"Which of the following is an application of Red-black trees and why?",a) used to store strings efficiently
b) used to store integers efficiently
c) can be used in process schedulers, maps, sets
d) for efficient sorting,"c",""
"When it would be optimal to prefer Red-black trees over AVL trees?",a) when there are more insertions or deletions
b) when more search is needed
c) when tree must be balanced
d) when log(nodes) time complexity is needed,"a",""
"Why Red-black trees are preferred over hash tables though hash tables have constant time complexity?",a) no they are not preferred
b) because of resizing issues of hash table and better ordering in redblack trees
c) because they can be implemented using trees
d) because they are balanced,"b",""
"How can you save memory when storing color information in Red-Black tree?",a) using least significant bit of one of the pointers in the node for color information
b) using another array with colors of each node
c) storing color information in the node structure
d) using negative and positive numbering,"a",""
"When to choose Red-Black tree, AVL tree and B-trees?",a) many inserts, many searches and when managing more items respectively
b) many searches, when managing more items respectively and many inserts respectively
c) sorting, sorting and retrieval respectively
d) retrieval, sorting and retrieval respectively,"a",""
"What is the below pseudo code trying to do, where pt is a node pointer and root pointer?",a) insert a new node
b) delete a node
c) search a node
d) count the number of nodes,"a",""
"Which algorithm is used in the top tree data structure?",a) Divide and Conquer
b) Greedy
c) Backtracking
d) Branch,"a",""
"For how many vertices in a set, is top tree defined for underlying tree?",a) 3
b) 4
c) 5
d) 2,"d",""
"How many edges are present in path cluster?",a) 2
b) 3
c) 6
d) 1,"a",""
"How many edges does a leaf cluster contain?",a) 0
b) 1
c) 2
d) 3,"a",""
"How many edges are present in Edge cluster?",a) 0
b) 1
c) 2
d) 4,"b",""
"Which data structure is used to maintain a dynamic forest using a link or cut operation?",a) Top Tree
b) Array
c) Linked List
d) Stack,"a",""
"If A ꓵ B (A and B are two clusters) is a singleton set then it is a Merge able cluster.",a) True
b) False,"a",""
"Is Top tree used for maintaining Dynamic set of trees called forest.",a) True
b) False,"a",""
"What is the time complexity for the initialization of top tree?",a) O (n)
b) O (n2)
c) O (log n)
d) O (n!),"a",""
"How many top trees are there in a tree with single vertex?",a) 0
b) 1
c) 2
d) 3,"a",""
"Which property makes top tree a binary tree?",a) Nodes as Cluster
b) Leaves as Edges
c) Root is Tree Itself
d) All of the mentioned,"d",""
"Which of the dynamic operations are used in Top Tree data structure implementation?",a) Link
b) Cut
c) Expose
d) All of the mentioned,"d",""
"Which of the following are used as an internal operation in Top tree?",a) Merge
b) Cut
c) Expose
d) Link,"a",""
"What is the time complexity for maintaining a dynamic set of weighted trees?",a) O (n)
b) O (n2)
c) O (log n)
d) O (n!),"c",""
"What are splay trees?",a) self adjusting binary search trees
b) self adjusting binary trees
c) a tree with strings
d) a tree with probability distributions,"a",""
"Which of the following property of splay tree is correct?",a) it holds probability usage of the respective sub trees
b) any sequence of j operations starting from an empty tree with h nodes atmost, takes O(jlogh) time complexity
c) sequence of operations with h nodes can take O(logh) time complexity
d) splay trees are unstable trees,"b",""
"Why to prefer splay trees?",a) easier to program
b) space efficiency
c) easier to program and faster access to recently accessed items
d) quick searching,"c",""
"Is it true that splay trees have O(logn) amortized complexity ?",a) true
b) false,"a",""
"What is a splay operation?",a) moving parent node to down of child
b) moving a node to root
c) moving root to leaf
d) removing leaf node,"b",""
"Which of the following options is an application of splay trees?",a) cache Implementation
b) networks
c) send values
d) receive values,"a",""
"When we have red-black trees and AVL trees that can perform most of operations in logarithmic times, then what is the need for splay trees?",a) no there is no special usage
b) In real time it is estimated that 80% access is only to 20% data, hence most used ones must be easily available
c) redblack and avl are not upto mark
d) they are just another type of self balancing binary search trees,"b",""
"After the insertion operation, is the resultant tree a splay tee?",a) true
b) false,"a",""
" What output does the below pseudo code produces?",a) right rotation of subtree
b) left rotation of subtree
c) zig-zag operation
d) zig-zig operation,"a",""
"What is the disadvantage of using splay trees?",a) height of a splay tree can be linear when accessing elements in non decreasing order.
b) splay operations are difficult
c) no significant disadvantage
d) splay tree performs unnecessary splay when a node is only being read,"a",""
"What is the space complexity of a treap algorithm?",a) O(N)
b) O(log N)
c) O(log N)
d) O(N2),"a",""
"A treap is a combination of a tree and a heap.",a) false
b) true,"b",""
"Which is the simplest of all binary search trees?",a) AVL tree
b) Treap
c) Splay tree
d) Binary heap,"b",""
"What is the reason behind the simplicity of a treap?",a) Each node has data and a pointer
b) Each node is colored accordingly
c) It is a binary search tree following heap principles
d) Each node has a fixed priority field,"d",""
"What is the condition for priority of a node in a treap?",a) a node’s priority should be greater than its parent
b) a node’s priority should be at least as large as its parent
c) the priority is randomly assigned and can have any value
d) a node’s priority is always given in decreasing order,"b",""
"Several other operations like union set difference and intersection can be done in treaps.",a) True
b) False,"a",""
"What is the average running time of a treap?",a) O(N)
b) O(N log N)
c) O(log N)
d) O(M log N),"c",""
"Which node has the lowest priority in a treap?",a) root node
b) leaf node
c) null node
d) centre node,"a",""
"What is the priority of a null node?",a) 1
b) 0
c) random number
d) infinity,"d",""
"Who invented treaps?",a) Cecilia and Raimund
b) Arne Andersson
c) Donald Shell
d) Harris and Ross,"a",""
"What is a threaded binary tree traversal?",a) a binary tree traversal using stacks
b) a binary tree traversal using queues
c) a binary tree traversal using stacks and queues
d) a binary tree traversal without using stacks and queues,"d",""
"What are the disadvantages of normal binary tree traversals?",a) there are many pointers which are null and thus useless
b) there is no traversal which is efficient
c) complexity in implementing
d) improper traversals,"a",""
"In general, the node content in a threaded binary tree is ________",a) leftchild_pointer, left_tag, data, right_tag, rightchild_pointer
b) leftchild_pointer, left_tag
c) leftchild_pointer, left_tag, right_tag, rightchild_pointer
d) leftchild_pointer, left_tag, data,"a",""
"What are null nodes filled with in a threaded binary tree?",a) inorder predecessor for left node and inorder successor for right node information
b) right node with inorder predecessor and left node with inorder successor information
c) they remain null
d) some other values randomly,"a",""
"Which of the following tree traversals work if the null left pointer pointing to the predecessor and null right pointer pointing to the successor in a binary tree?",a) inorder, postorder, preorder traversals
b) inorder
c) postorder
d) preorder,"a",""
"What are double and single threaded trees?",a) when both left, right nodes are having null pointers and only right node is null pointer respectively
b) having 2 and 1 node
c) using single and double linked lists
d) using heaps and priority queues,"a",""
"What is wrong with below code for inorder traversal of inorder threaded binary tree:",a) inordersuccessor instead of inorderpredecessor must be done
b) code is correct
c) it is code for post order
d) it is code for pre order,"a",""
"What is inefficient with the below threaded binary tree picture?",a) it has dangling pointers
b) nothing inefficient
c) incorrect threaded tree
d) space is being used more,"a",""
"Who developed the concept of tango tree?",a) Erik Demaine
b) Mihai Patrascu
c) John Lacono
d) All of the mentioned,"d",""
"Which type of tree is tango tree?",a) Ternary Tree
b) AVL Tree
c) Binary Search Tree
d) K-ary Tree,"c",""
"After which city is tango tree named?",a) Vatican City
b) Buenos Aires
c) New York
d) California,"b",""
"Which type of binary search tree or algorithm does tango tree use?",a) Online
b) Offline
c) Static
d) Dynamic,"d",""
"What is the time complexity of for achieving competitive ratio by tango tree?",a) O (log n)
b) O (n2)
c) O (n!)
d) O (log (log n)),"d",""
"Which type of binary search tree is imitated for construction of tango tree?",a) Complete Binary Search Tree
b) Perfect Binary Search Tree
c) Balanced Binary Search Tree
d) Degenerate Binary Search Tree,"a",""
"Which special balanced binary search tree is used to store the nodes of auxiliary tree?",a) Red – Black Tree
b) Red – Brown Tree
c) Red – Yellow Tree
d) Red – Tango Tree,"a",""
"Is tango tree represented as a tree of trees.",a) True
b) False,"a",""
"Which operation is used to combine two auxiliary trees?",a) Join
b) Combinatorial
c) Add
d) Concatenation,"a",""
"Is partitioning method used by Tango Tree.",a) True
b) False,"a",""
"Which operation is used to break a preferred path into two sets of parts at a particular node?",a) Differentiate
b) Cut
c) Integrate
d) Join,"b",""
"What is the upper bound for a tango tree if k is a number of interleaves?",a) k+2 O (log (log n))
b) k O (log n)
c) K2 O (log n)
d) k+1 O (log (log n)),"d",""
"What is the time complexity for searching k+1 auxiliary trees?",a) k+2 O (log (log n))
b) k+1 O (log n)
c) K+2 O (log n)
d) k+1 O (log (log n)),"d",""
"What is the time complexity for the update cost on auxiliary trees?",a) O (log (log n))
b) k-1 O (log n)
c) K2 O (log n)
d) k+1 O (log (log n)),"d",""
"Which of the following is the self-adjusting binary search tree?",a) AVL Tree
b) Splay Tree
c) Top Tree
d) Ternary Tree,"b",""
"Which of the following is also known as Rope data structure?",a) Cord
b) String
c) Array
d) Linked List,"a",""
"Which type of data structure does rope represent?",a) Array
b) Linked List
c) Queue
d) Binary Tree,"d",""
"What is the time complexity for finding the node at x position where n is the length of the rope?",a) O (log n)
b) O (n!)
c) O (n2)
d) O (1),"a",""
"What is the time complexity for creating a new node and then performing concatenation in the rope data structure?",a) O (log n)
b) O (n!)
c) O (n2)
d) O (1),"d",""
"What is the time complexity for splitting the string into two new string in the rope data structure?",a) O (n2)
b) O (n!)
c) O (log n)
d) O (1),"c",""
"Which type of binary tree does rope require to perform basic operations?",a) Unbalanced
b) Balanced
c) Complete
d) Full,"b",""
"What is the time complexity for inserting the string and forming a new string in the rope data structure?",a) O (log n)
b) O (n!)
c) O (n2)
d) O (1),"a",""
"Is insertion and deletion operation faster in rope than an array?",a) True
b) False,"a",""
"What is the time complexity for deleting the string to form a new string in the rope data structure?",a) O (n2)
b) O (n!)
c) O (log n)
d) O (1),"c",""
"Is it possible to perform a split operation on a string in the rope if the split point is in the middle of the string.",a) True
b) False,"a",""
"Which of the following is the most widely used external memory data structure?",a) AVL tree
b) B-tree
c) Red-black tree
d) Both AVL tree and Red-black tree,"b",""
"B-tree of order n is a order-n multiway tree in which each non-root node contains __________",a) at most (n – 1)/2 keys
b) exact (n – 1)/2 keys
c) at least 2n keys
d) at least (n – 1)/2 keys,"d",""
"A B-tree of order 4 and of height 3 will have a maximum of _______ keys.",a) 255
b) 63
c) 127
d) 188,"a",""
"Five node splitting operations occurred when an entry is inserted into a B-tree. Then how many nodes are written?",a) 14
b) 7
c) 11
d) 5,"c",""
"B-tree and AVL tree have the same worst case time complexity for insertion and deletion.",a) True
b) False,"a",""
"2-3-4 trees are B-trees of order 4. They are an isometric of _____ trees.",a) AVL
b) AA
c) 2-3
d) Red-Black,"d",""
"Figure shown below is B-tree of order 5. What is the result of deleting 130 from the tree?",,"c",""
"What is the best case height of a B-tree of order n and which has k keys?",a) logn (k+1) – 1
b) nk
c) logk (n+1) – 1
d) klogn,"a",""
"Compression techniques can be used on the keys to reduce both space and time requirements in a B-tree.",a) True
b) False,"a",""
"Which of the following is true?",a) larger the order of B-tree, less frequently the split occurs
b) larger the order of B-tree, more frequently the split occurs
c) smaller the order of B-tree, more frequently the split occurs
d) smaller the order of B-tree, less frequently the split occurs,"a",""
"In a B+ tree, both the internal nodes and the leaves have keys.",a) True
b) False,"b",""
"Which of the following is true?",a) B + tree allows only the rapid random access
b) B + tree allows only the rapid sequential access
c) B + tree allows rapid random access as well as rapid sequential access
d) B + tree allows rapid random access and slower sequential access,"c",""
"A B+ tree can contain a maximum of 7 pointers in a node. What is the minimum number of keys in leaves?",a) 6
b) 3
c) 4
d) 7,"b",""
"Which of the following is false?",a) A B+ -tree grows downwards
b) A B+ -tree is balanced
c) In a B+ -tree, the sibling pointers allow sequential searching
d) B+ -tree is shallower than B-tree,"a",""
"A B+ -tree of order 3 is generated by inserting 89, 9 and 8. The generated B+ -tree is __________",,"b",""
"Statement 1: When a node is split during insertion, the middle key is promoted to the parent as well as retained in right half-node.",a) Statement 1 is true but statement 2 is false
b) Statement 2 is true but statement 1 is false
c) Both the statements are true
d) Both the statements are false,"a",""
"Efficiency of finding the next record in B+ tree is ____",a) O(n)
b) O(log n)
c) O(nlog n)
d) O(1),"d",""
"What is the maximum number of keys that a B+ -tree of order 3 and of height 3 have?",a) 3
b) 80
c) 27
d) 26,"d",""
"Which of the following is false?",a) Compared to B-tree, B+ -tree has larger fanout
b) Deletion in B-tree is more complicated than in B+ -tree
c) B+ -tree has greater depth than corresponding B-tree
d) Both B-tree and B+ -tree have same search and insertion efficiencies,"c",""
"Which one of the following data structures are preferred in database-system implementation?",a) AVL tree
b) B-tree
c) B+ -tree
d) Splay tree,"c",""
"2-3 tree is a specific form of _________",a) B – tree
b) B+ – tree
c) AVL tree
d) Heap,"a",""
"Which of the following is the 2-3 tree?",,"c",""
"The height of 2-3 tree with n elements is ______",a) between (n/2) and (n/3)
b) (n/6)
c) between (n) and log2(n + 1)
d) between log3(n + 1) and log2(n + 1),"d",""
"Which of the following the BST is isometric with the 2-3 tree?",a) Splay tree
b) AA tree
c) Heap
d) Red – Black tree,"b",""
"The figure shown below is a 2-3 tree. What is the result of deleting 110 from the tree?",,"c",""
"Which of the following data structure can provide efficient searching of the elements?",a) unordered lists
b) binary search tree
c) treap
d) 2-3 tree,"d",""
"LLRB maintains 1-1 correspondence with 2–3 trees.",a) True
b) False,"a",""
"Which of the following is not true about the 2-3 tree?",a) all leaves are at the same level
b) it is perfectly balanced
c) postorder traversal yields elements in sorted order
d) it is B-tree of order 3,"c",""
"AVL trees provide better insertion the 2-3 trees.",a) True
b) False,"b",""
"Which of the following is false?",a) 2-3 tree requires less storage than the BST
b) lookup in 2-3 tree is more efficient than in BST
c) 2-3 tree is shallower than BST
d) 2-3 tree is a balanced tree,"a",""
"How many child nodes does each node of Ternary Tree contain?",a) 4
b) 6
c) 5
d) 3,"d",""
"Which of the following is the name of the node having child nodes?",a) Brother
b) Sister
c) Mother
d) Parent,"d",""
"What is the depth of the root node of the ternary tree?",a) 2
b) 1
c) 0
d) 3,"c",""
"What is the Height of the root node of ternary tree?",a) 1
b) 2
c) 3
d) 0,"d",""
"Which node is the root node of the following ternary tree?",a) A
b) B
c) C
d) D,"a",""
"Which node is the Leaf node in the following ternary tree?",a) A
b) B
c) D
d) G,"d",""
"Which node is the parent node of Node 6?",a) 1
b) 5
c) 2
d) 3,"c",""
" Is parent node of Node 3 and root node of the given ternary tree same?",a) True
b) False,"a",""
"Which node is the child node of Node D in the following ternary tree?",a) A
b) C
c) G
d) H,"d",""
"Which node is the child node of the Node D in the following ternary tree?",a) A
b) C
c) B
d) No child node,"d",""
"What is the depth of Node G in the given ternary tree?",a) 0
b) 1
c) 2
d) 3,"c",""
"What is the Height of the given ternary tree?",a) 0
b) 1
c) 2
d) 3,"c",""
"Which nodes are the siblings of Node B of given ternary tree?",a) E
b) C
c) F
d) Both E and F,"d",""
"How many extra nodes are there in Full ternary tree than a complete ternary tree?",a) 1
b) 2
c) 3
d) Both have same number of nodes,"d",""
"Is Node A sibling of Node D in the given ternary tree?",a) True
b) False,"b",""
"What is the size of the given ternary tree?",a) 3
b) 2
c) 6
d) 4,"c",""
"Who is the ancestor of Node G?",a) C
b) F
c) H
d) A,"a",""
"Who is descendant of Node B?",a) A
b) E
c) F
d) Both E and F,"d",""
"What is the size of Node A?",a) 1
b) 2
c) 3
d) 4,"d",""
"Can leaf node be called child node in a ternary tree?",a) True
b) False,"a",""
"Can child node be always called Leaf node in the ternary tree?",a) True
b) False,"b",""
"Which of the following is the implementation of the ternary tree?",a) AVL Tree
b) Ternary Heap
c) Hash Table
d) Dictionary,"b",""
"How many child nodes does each node of K-ary Tree contain?",a) 2
b) 3
c) more than k
d) at most k,"d",""
"Which of the following is the name of the node having child nodes?",a) Brother
b) Sister
c) Mother
d) Parent,"d",""
"What is the depth of the root node of K-ary tree?",a) 2
b) 1
c) 0
d) 3,"c",""
"What is the Height of the root node of K-ary tree?",a) 1
b) 2
c) 3
d) 0,"d",""
"Which node is the root node of the following K-ary tree?",a) A
b) B
c) C
d) D,"a",""
"Which node is the Leaf node in the following K-ary tree?",a) A
b) B
c) D
d) F,"d",""
"Which node is the parent node of Node 5?",a) 1
b) 5
c) 2
d) 3,"c",""
" Is parent node of Node 4 and root node of the given K-ary tree same?",a) True
b) False,"a",""
"Which node is the child node of Node C in the following K-ary tree?",a) A
b) C
c) G
d) H,"c",""
"Which node is the child node of the Node B in the following K-ary tree?",a) A
b) C
c) B
d) No child node,"d",""
"What is the depth of Node F in the given K-ary tree?",a) 0
b) 1
c) 2
d) 3,"c",""
"What is the Height of the given K-ary tree?",a) 0
b) 1
c) 2
d) 3,"c",""
"What is the size of the given K-ary tree?",a) 3
b) 2
c) 6
d) 4,"c",""
"Who is the ancestor of Node H?",a) D
b) F
c) H
d) A,"a",""
"Who is descendant of Node C?",a) A
b) E
c) D
d) G,"d",""
"What is the size of Node B in given K-ary tree?",a) 1
b) 2
c) 3
d) 4,"a",""
"Can leaf node be called child node in a K-ary tree?",a) True
b) false,"a",""
"Can child node be always called Leaf node in the K-ary tree?",a) True
b) False,"b",""
"What is the upper bound for maximum leaves in K-ary tree with height h?",a) K*h
b) K^h
c) K+h
d) K-h,"b",""
"What is the height of a K-ary tree having only root node?",a) 1
b) 0
c) 2
d) 3,"b",""
"Which one of the following is the correct formulae to find the parent node at index I?",a) (I-1)/K
b) (I+1)/K
c) (I*1)/K
d) (I-2)/K,"a",""
"Which nodes are the siblings of Node D of given ternary tree?",a) E
b) C
c) F
d) H,"d",""
"How many extra nodes are there in Full K-ary tree than complete K-ary tree?",a) 1
b) 2
c) 3
d) Both have same number of nodes,"d",""
"Is Node A sibling of Node B in the given K-ary tree?",a) True
b) False,"b",""
"What is the other name or Van Emde Boas Tree data structure?",a) Van Emde Boas Array
b) Van Emde Boas Stack
c) Van Emde Boas Priority Queue
d) Van Emde Boas Heap,"c",""
"Who Invented The vEB also known as Van Emde Boas Tree?",a) Peter Van Emde Boas
b) Samuel F. B. Morse
c) Friedrich Clemens Gerke
d) Alexander Morse,"d",""
"What is the time complexity for storing the maximum number of elements in Van Emde Boas tree if M is the maximum number of elements?",a) O (log M)
b) O (M!)
c) O (M)
d) O (1),"c",""
"Does Van Emde Boas data structure perform all operation in O (log (log M)) time where M = 2m.",a) True
b) False,"a",""
"What is the time complexity for searching a key or integer in Van Emde Boas data structure?",a) O (log M!)
b) O (M!)
c) O (M2)
d) O (log (log M)),"d",""
"Which type of tree does Van Emde Boas require to perform basic operations?",a) Unbalanced
b) Balanced
c) Complete
d) Non – Binary,"d",""
"What is the time complexity for inserting a key or integer in Van Emde Boas data structure?",a) O (log M!)
b) O (M!)
c) O (M2)
d) O (log (log M)),"a",""
"In which year was Van Emde Boas tree invented?",a) 1972
b) 1973
c) 1974
d) 1975,"d",""
"What is the time complexity for deleting a key or integer in Van Emde Boas data structure?",a) O (log M!)
b) O (log (log M))
c) O (M!)
d) O (M2),"b",""
"Can operation like Find Next and Find Previous be implemented.",a) True
b) False,"a",""
"What is the time complexity for finding a maximum and minimum integer in Van Emde Boas data structure?",a) O (log M!)
b) O (M!)
c) O (1)
d) O (log (log M)),"c",""
"On which abstract data type does van Emde Boas tree performs the operation?",a) Tree
b) Linked List
c) Heap
d) Associative Array,"d",""
"Which operation find the value associated with a given key?",a) Insert
b) Find Next
c) Look up
d) Delete,"b",""
"How many properties will an equivalent relationship satisfy?",a) 1
b) 2
c) 3
d) 4,"c",""
"A relation R on a set S, defined as x R y if and only if y R x. This is an example of?",a) reflexive relation
b) symmetric relation
c) transitive relation
d) invalid relation,"b",""
"Electrical connectivity is an example of equivalence relation.",a) true
b) false,"a",""
"What is the worst case efficiency for a path compression algorithm?",a) O(N)
b) O(log N)
c) O(N log N)
d) O(M log N),"d",""
"Path Compression algorithm performs in which of the following operations?",a) Create operation
b) Insert operation
c) Find operation
d) Delete operation,"c",""
"What is the definition for Ackermann’s function?",a) A(1,i) = i+1 for i>=1
b) A(i,j) = i+j for i>=j
c) A(i,j) = i+j for i = j
d) A(1,i) = i+1 for i<1,"a",""
"___________ is one of the earliest forms of a self-adjustment strategy used in splay trees, skew heaps.",a) Union by rank
b) Equivalence function
c) Dynamic function
d) Path compression,"d",""
"What is the depth of any tree if the union operation is performed by height?",a) O(N)
b) O(log N)
c) O(N log N)
d) O(M log N),"b",""
"When executing a sequence of Unions, a node of rank r must have at least 2r descendants.",a) true
b) false,"a",""
"What is the value for the number of nodes of rank r?",a) N
b) N/2
c) N/2r
d) Nr,"c",""
"What is the worst-case running time of unions done by size and path compression?",a) O(N)
b) O(logN)
c) O(N logN)
d) O(M logN),"d",""
"In the Union/Find algorithm, the ranks of the nodes on a path will increase monotonically from?",a) leaf to root
b) root to node
c) root to leaf
d) left subtree to right subtree,"a",""
"How many strategies are followed to solve a dynamic equivalence problem?",a) 1
b) 2
c) 3
d) 4,"b",""
"What is the total time spent for N-1 merges in a dynamic equivalence problem?",a) O(N)
b) O(log N)
c) O(N log N)
d) O(M log N),"c",""
"What is the condition for an equivalence relation if two cities are related within a country?",a) the two cities should have a one-way connection
b) the two cities should have a two-way connection
c) the two cities should be in different countries
d) no equivalence relation will exist between two cities,"b",""
"What is the use of the bin data structure?",a) to have efficient insertion
b) to have efficient deletion
c) to have efficient region query
d) to have efficient traversal,"c",""
"Bin is an example of a range query data structure.",a) true
b) false,"a",""
"What is the worst case time complexity of query operation(n is the no. of candidates)?",a) O(1)
b) O(n)
c) O(log n)
d) O(n log n),"b",""
"What is the worst case time complexity of delete operation(n is the no. of candidates)?",a) O(1)
b) O(n)
c) O(log n)
d) O(n log n),"b",""
"What is the worst case time complexity of insertion operation(n =no. of candidates)?",a) O(1)
b) O(n)
c) O(log n)
d) O(n log n),"a",""
"What is computational geometry?",a) study of geometry using a computer
b) study of geometry
c) study of algorithms
d) study of algorithms related to geometry,"d",""
"What will be the time complexity of query operation if all the candidates are evenly spaced so that each bin has constant no. of candidates? (k = number of bins query rectangle intersects)",a) O(1)
b) O(k)
c) O(k2)
d) O(log k),"b",""
"What will be the time complexity of delete operation if all the candidates are evenly spaced so that each bin has constant no. of candidates? (m = number of bins intersecting candidate intersects)",a) O(1)
b) O(m)
c) O(m2)
d) O(log m),"b",""
"What will be the time complexity of insertion operation if all the candidates are evenly spaced so that each bin has constant no. of candidates? (m = number of bins intersecting candidate intersects)",a) O(1)
b) O(m)
c) O(m2)
d) O(log m),"b",""
"Efficiency of bin depends upon ___________",a) size of query and candidates
b) location of query and candidates
c) location and size of query and candidates
d) depends on the input,"c",""
"Bigger the query rectangle the better is the query efficiency.",a) true
b) false,"b",""
"In what time can a 2-d tree be constructed?",a) O(N)
b) O(N log N)
c) O(N2)
d) O(M log N),"b",""
"Insertion into a 2-d tree is a trivial extension of insertion into a binary search tree.",a) true
b) false,"a",""
"In a two-dimensional search tree, the root is arbitrarily chosen to be?",a) even
b) odd
c) depends on subtrees
d) 1,"b",""
"Which of the following is the simplest data structure that supports range searching?",a) Heaps
b) binary search trees
c) AA-trees
d) K-d trees,"d",""
"In a k-d tree, k originally meant?",a) number of dimensions
b) size of tree
c) length of node
d) weight of node,"a",""
"What will be the correct sequence of insertion for the following k-d tree?",a) (30,40),(5,25),(70,70),(10,12),(50,30),(35,45)
b) (40,30),(5,25),(12,10),(70,70),(30,50),(45,35)
c) (30,40),(5,25),(10,12),(70,70),(50,30),(35,45)
d) (40,30),(25,5),(12,10),(70,70),(50,30),(45,35),"c",""
"Each level in a k-d tree is made of?",a) dimension only
b) cutting and dimension
c) color code of node
d) size of the level,"b",""
"What is the worst case of finding the nearest neighbour?",a) O(N)
b) O(N log N)
c) O( log N)
d) O(N3),"a",""
"What is the run time of finding the nearest neighbour in a k-d tree?",a) O(2+ log N)
b) O( log N)
c) O(2d log N)
d) O( N log N),"c",""
"How many prime concepts are available in nearest neighbour search in a kd tree?",a) 1
b) 2
c) 3
d) 4,"c",""
"Reducing search space by eliminating irrelevant trees is known as?",a) pruning
b) partial results
c) freeing space
d) traversing,"a",""
"Several kinds of queries are possible on a k-d called as?",a) partial queries
b) range queries
c) neighbour queries
d) search queries,"b",""
"What is the time taken for a range query for a perfectly balanced tree?",a) O(N)
b) O(log N)
c) O(√N+M)
d) O(√N),"c",""
"The 2d search tree has the simple property that branching on odd levels is done with respect to the first key.",a) True
b) False,"a",""
"Who invented k-d trees?",a) Arne Andersson
b) Jon Bentley
c) Jon Von Newmann
d) Rudolf Bayer,"b",""
"The leaves of an expression tree always contain?",a) operators
b) operands
c) null
d) expression,"b",""
"A node can have a minimum of one child.",a) true
b) false,"a",""
"What does the other nodes of an expression tree(except leaves) contain?",a) only operands
b) only operators
c) both operands and operators
d) expression,"b",""
"An expression tree is a kind of?",a) Binary search tree
b) Fibonacci tree
c) Binary tree
d) Treap,"c",""
"The expression obtained by recursively producing a left expression, followed by an operator, followed by recursively producing a right expression is called?",a) prefix expression
b) infix expression
c) postfix expression
d) paranthesized expression,"b",""
"The average depth of a binary tree is given as?",a) O(N)
b) O(log N)
c) O(M log N)
d) O(√N),"d",""
"Only infix expression can be made into an expression tree.",a) true
b) false,"b",""
"An expression tree is created using?",a) postfix expression
b) prefix expression
c) infix expression
d) paranthesized expression,"a",""
"++a*bc*+defg is an?",a) postfix expression
b) infix expression
c) prefix expression
d) invalid expression,"c",""
"An expression tree’s nodes can be deleted by calling?",a) malloc
b) calloc
c) delete
d) free,"d",""
"What is the postfix expression for the following expression tree?",a) abcde++**
b) ab+cde+**
c) abc+de+**
d) abcd+*e+*,"b",""
"In an expression tree algorithm, what happens when an operand is encountered?",a) create one node pointing to a stack
b) pop the nodes from the stack
c) clear stack
d) merge all the nodes,"a",""
"In a max-heap, element with the greatest key is always in the which node?",a) Leaf node
b) First node of left sub tree
c) root node
d) First node of right sub tree,"c",""
"Heap exhibits the property of a binary tree?",a) True
b) False,"a",""
"What is the complexity of adding an element to the heap.",a) O(log n)
b) O(h)
c) O(log n) & O(h)
d) O(n),"c",""
"The worst case complexity of deleting any arbitrary node value element from heap is __________",a) O(logn)
b) O(n)
c) O(nlogn)
d) O(n2),"a",""
"Heap can be used as ________________",a) Priority queue
b) Stack
c) A decreasing order array
d) Normal Array,"a",""
"If we implement heap as min-heap, deleting root node (value 1)from the heap. What would be the value of root node after second iteration if leaf node (value 100)  is chosen to replace the root at start.",a) 2
b) 100
c) 17
d) 3,"a",""
"If we implement heap as maximum heap , adding a new node of value 15 to the  left most node of right subtree. What value will be at  leaf nodes of the right subtree of the heap.",a) 15 and 1
b) 25 and 1
c) 3 and 1
d) 2 and 3,"",""
"An array consists of n elements. We want to create a heap using the elements. The time complexity of building a heap will be in order of",a) O(n*n*logn)
b) O(n*logn)
c) O(n*n)
d) O(n *logn *logn),"b",""
"What is the space complexity of searching in a heap?",a) O(logn)
b) O(n)
c) O(1)
d) O(nlogn),"b",""
"What is the best case complexity in building a heap?",a) O(nlogn)
b) O(n2)
c) O(n*longn *logn)
d) O(n),"d",""
"Given the code, choose the correct option that is consistent with the code. (Here A is the heap)",a) It is the build function of max heap
b) It is the build function of min heap
c) It is general build function of any heap
d) It is used to search element in any heap,"a",""
"What is the location of a parent node for any arbitary node i?",a) (i/2) position
b) (i+1)/ position
c) floor(i/2) position
